Количество комнат,Площадь (м²),Этаж,Адрес,Цена ($),Цена (сом)
3,109.0,11,"Бишкек, Магистраль, ​Байтик Баатыра 4Б/3/Южная Магистраль",120000,10413600
1,40.0,8,"Бишкек, Аламедин-1 м-н, Уркуи Салиева 140",37300,3236894
2,43.0,4,"Бишкек, 7 м-н",70000,6074600
2,80.85,6,"Бишкек, 7 м-н, 7 мкр., ул. Юнусалиева",164000,14231920
3,116.0,5,"Бишкек, Мадина,  ул. 7 апреля",103124,8949101
2,70.0,4,"Бишкек, Нижний Токольдош, Кийизбаева 80",87500,7593250
1,30.0,1,"Бишкек, Кудайберген",45000,3905100
3,70.0,9,"Бишкек, 7 м-н",95000,8244100
2,77.0,9,"Бишкек, Моссовет, Усенбаева 58 (МосСовет)",99900,8669322
2,60.0,5,"Бишкек, Ак-Орго ж/м",65900,5718802
1,64.0,7,"Бишкек, Магистраль, Токомбаева, 23 стр 12",109000,9459020
2,71.8,8,"Бишкек, Магистраль, Токомбаева, 15б",74000,6421720
2,76.0,10,"Бишкек, Советская - Скрябина, скрябина 78/1",125000,10847500
3,100.0,8,"Бишкек, Матросова, Суванбердиева 110",148000,12843440
3,85.0,5,"Бишкек, Сквер Тоголок Молдо, Чуйкова 134/Исанова",122000,10587160
3,132.8,3,"Бишкек, Академия Наук, Турусбекова, 88",230000,19959400
1,53.0,4,"Бишкек, Гагарина,  ул.Космическая 96",87000,7549860
2,78.0,14,"Бишкек, Магистраль, Магистраль/Сухэ Батора",139000,12062420
1,33.0,7,"Бишкек, Джал-23 м-н (Нижний Джал)",59000,5120020
3,105.0,12,"Бишкек, Магистраль, Токомбаева, 15",110000,9545800
5,210.0,10,"Бишкек, Старый аэропорт, Ажыбек Баатыра/Джунусалиева",480000,41654400
2,80.0,7,"Бишкек, Кок-Жар ж/м, 7 Апреля",122000,10587160
3,141.5,10,"Бишкек, Магистраль, Токомбаева/Сухэ Батора",234000,20306520
1,45.0,6,"Бишкек, Нижний Токольдош, Армейская",64000,5553920
3,106.0,12,"Бишкек, Ак Кеме, Минжилкиева 117",255000,22128900
3,97.0,3,"Бишкек, Сквер Тоголок Молдо, Московская 147",182000,15793960
2,68.0,9,"Бишкек, 12 м-н, 12 мкрн 57/1",103000,8938340
5,150.0,16,"Бишкек, Магистраль, Асанбай, Сухэ-Батора",315000,27335700
2,87.0,3,"Бишкек, Арча-Бешик ж/м",78300,6794874
3,88.33,14,"Бишкек, VEFA, Кулатова/Элебаева",109000,9459020
2,55.0,5,"Бишкек, Горького - Алма-Атинская",73000,6334940
1,38.45,3,"Бишкек, Пишпек ж/м, Репина 1а.",38000,3297640
3,109.0,9,"Бишкек, Асанбай м-н, Токомбаева/Куттубаева",153468,13317953
2,48.0,11,"Бишкек, Ипподром, Льва Толстого/Баха",54500,4729510
2,110.0,10,"Бишкек, VEFA, байтик баатыра 53",160000,13884800
5,162.0,10,"Бишкек, Магистраль, Малдыбаева 279а",324000,28116720
1,22.5,5,"Бишкек, Мед. академия",50000,4339000
3,122.0,10,"Бишкек, Магистраль,  ул. Токомбаева/Куттубаева",189000,16401420
5,130.0,8,"Бишкек, Магистраль, Аалы Токомбаева 23/1",208000,18050240
2,58.0,12,"Бишкек, Магистраль, Токомбаева стр. 21/2",80000,6942400
5,80.0,9,"Бишкек, Горького - Алма-Атинская, 7 апреля 1/1/Горького",81500,7072570
3,59.0,2,"Нарынская область, Кочкорка, Сапар Алиев",47200,4096016
1,38.0,1,"Бишкек, Восточный автовокзал, Куренкеева 6/Осмонкулова",56000,4859680
1,32.0,12,"Бишкек, Кок-Жар м-н",49500,4295610
3,70.0,1,"Бишкек, Магистраль, Токомбаева 27/4, 27/5",120000,10413600
2,79.0,3,"Бишкек, Ала-Арча 3, Байтик Баатыра",142200,12340116
5,174.0,3,"Бишкек, Ала-Арча 3, Байтик Баатыра",313200,27179496
3,121.0,3,"Бишкек, Ала-Арча 3, Байтик Баатыра",217800,18900684
2,64.0,2,"Бишкек, Моссовет, Усенбаева 58 (МосСовет)",102400,8886272
3,104.0,5,"Бишкек, Моссовет, Усенбаева 58 (МосСовет)",166400,14440192
2,71.0,3,"Бишкек, Магистраль",119500,10370210
1,48.0,4,"Бишкек, Военторг, Сыдыкова/Тоголок Молдо",72000,6248160
2,43.0,2,"Бишкек, Парк Ататюрк",65500,5684090
1,39.0,4,"Бишкек, Ден Сяопина - Фучика, Харьковская 35",53000,4599340
3,103.0,9,"Бишкек, Магистраль, Сухэ-Батора/Токомбаева",197000,17095660
3,125.0,9,"Бишкек, Магистраль, Аалы Токомбаева 21/4/Куттубаева",275000,23864500
3,68.0,3,"Бишкек, Асанбай м-н, Магистраль 25",114000,9892920
1,39.0,10,"Бишкек, Аламедин-1 м-н",40400,3505912
1,53.3,5,"Бишкек, Магистраль, Байтик-Баатыра/А. Токомбаева",70000,6074600
1,44.0,5,"Бишкек, Джал-23 м-н (Нижний Джал)",64500,5597310
5,63.0,13,"Бишкек, Джальская больница,  ул. Айни 95",99500,8634610
1,39.0,5,"Бишкек, Магистраль, Аалы Токомбаева 21/4/Куттубаева",73500,6378330
1,43.0,15,"Бишкек, Магистраль, Байтик Баатыра/Токомбаева",54200,4703476
5,122.0,10,"Бишкек, Магистраль, Абсамата Масалиева/Бакаева",152000,13190560
3,110.0,8,"Бишкек, Магистраль, Чынгыза Айтмаматова/Абсамата Масалиева",167000,14492260
3,85.0,5,"Бишкек, Боталиева - Тулебердиева, Молодой Гвардии/Васильева",84000,7289520
5,124.0,7,"Бишкек, Гагарина,  ул.Поваринская, мкр. Джал",128000,11107840
1,125.0,14,"Бишкек, Кок-Жар ж/м,  ул. 7 Апреля / Молдокулова",157000,13624460
3,90.0,2,"Бишкек, Магистраль, Ч. Айтматова/Масалиева",135000,11715300
3,85.0,6,"Бишкек, Магистраль, Сухэ-Батора/Токомбаева",156000,13537680
3,81.4,10,"Бишкек, Московская - Уметалиева, Шевченко, 56",117000,10153260
5,82.0,1,"Бишкек, 8 м-н, 8-й микрорайон, 47",103000,8938340
3,101.0,6,"Бишкек, с. Кок-Джар, Алма-Aтинская/Токомбаева",113900,9884242
2,88.0,2,"Бишкек, Кок-Жар ж/м, Шоокум 73/Куйручук",104000,9025120
1,28.0,1,"Бишкек, Политех",50900,4417102
3,68.0,9,"Бишкек, 7 м-н, жукеева",99000,8591220
3,102.0,14,"Бишкек, Магистраль, Магистраль/Сухэ Батора",169000,14665820
3,58.0,5,"Бишкек, Московская - Уметалиева, Боконбаева 199/К.Акиева",84500,7332910
2,71.0,3,"Бишкек, БГУ, Фурманова, 23",125000,10836250
1,48.0,7,"Бишкек, Арча-Бешик ж/м, Садырбаева/Абдрахманова",76500,6638670
5,137.0,8,"Бишкек, ЦУМ, киевская/советская",140000,12149200
2,56.0,16,"Бишкек, Парк Панфилова/Спартак, Панфилова 190/1",98000,8504440
3,78.0,6,"Бишкек, Магистраль,  ул. Токомбаева/Куттубаева",140980,12234244
1,35.6,4,"Бишкек, Сквер Тоголок Молдо, Чуйкова 134",68500,5944430
3,80.0,11,"Бишкек, Магистраль, Байтик Баатыра (недалеко от Южных ворот)",173000,15012940
5,82.0,1,"Бишкек, БГУ",120000,10413600
1,57.0,10,"Бишкек, Ак Кеме, Джунусалиева/Ажыбек Баатыра",82000,7115960
3,86.0,12,"Бишкек, Магистраль, м-н. Асанбай, ул. Аалы Токомбаева",115000,9979700
1,42.0,8,"Бишкек, Магистраль, Куттубаева/Южн. Магистраль",65000,5640700
2,67.0,4,"Бишкек, Ала-Арча 3, Байтик Баатыра",120600,10465668
1,50.0,10,"Бишкек, Кара-Жыгач ж/м, Кара-жыгач",67500,5857650
2,76.0,3,"Бишкек, Кок-Жар ж/м, Куйручук 20/3/Молдокулова",90000,7810200
1,34.0,4,"Бишкек, Тунгуч м-н 16",57000,4946460
1,44.0,4,"Бишкек, 8 м-н 17",60000,5206800
3,76.0,13,"Бишкек, Советская - Скрябина, Абая/Ахунбаева",140000,12149200
1,40.0,6,"Бишкек, Ленинский район,  ул. Барпы Алыкулова/Южная Магистраль",40000,3471200
2,64.0,9,"Бишкек, Джал-23 м-н (Нижний Джал)",78500,6812230
2,38.84,6,"Бишкек, Арча-Бешик ж/м, Актан 64 (пересек) Куюкова",67000,5814260
1,36.84,5,"Бишкек, Чуй - Алматинка, Гражданская 24",44000,3818320
1,44.0,3,"Бишкек, Пишпек ж/м",43500,3774930
1,48.85,18,"Бишкек, Магистраль, Байтик Баатыра/Токомбаева",45500,3948490
1,48.0,8,"Бишкек, 5 м-н, Каралаева (Набережная) 40/4",82000,7115960
1,41.0,3,"Бишкек, Кызыл-Аскер ж/м",50000,4339000
3,111.0,12,"Бишкек, 12 м-н, 12 мкр 69/2/Саякбай Каралаев",164500,14275310
1,60.0,2,"Бишкек, Магистраль, токомбаева 15а/куттубаева",110000,9545800
1,52.0,15,"Бишкек, Молодая Гвардия, Фрунзе 112/бул. Молодой Гвардии",78500,6812230
3,85.0,11,"Бишкек, Чуй - Алматинка, салиева",83000,7202740
1,58.0,2,"Бишкек, Кок-Жар ж/м, Молдокулова/Куйручук",62000,5380360
2,86.0,15,"Бишкек, Асанбай м-н, Сухэ Батора/Токомбаева",103200,8955696
1,58.5,14,"Бишкек, Асанбай м-н, Сухэ Батора/Токомбаева",73125,6339206
2,48.0,5,"Бишкек, Аламедин-1 м-н, Ауэзова 70/Салиева",71900,6239482
3,119.0,4,"Бишкек, Магистраль, Аалы Токомбаева 9/6",136850,11875843
2,44.0,4,"Бишкек, 10 м-н",78000,6768840
1,58.47,13,"Бишкек, Магистраль, Контур 5, 1",60000,5206800
3,137.27,9,"Бишкек, Магистраль, Куттубаева, 19",198000,17182440
2,73.41,6,"Бишкек, АЮ Grand, Ауэзова 5/3",67000,5814260
2,47.0,9,"Бишкек, Юг-2 м-н, мкр Юг-2 11/Советская/Кулатова",76700,6656026
2,59.0,6,"Бишкек, Лебединовка,  ул.Ленина(быв Салиева), пер. Чкалова",60000,5206800
2,47.0,12,"Бишкек, Нижний Токольдош,  ул. Кийизбаева/Передовая (мкрн. ""Восток-5"")",70100,6083278
1,54.0,7,"Бишкек, Магистраль, Контур 5, 1",57000,4941330
2,80.0,8,"Бишкек, Магистраль, Б. Баатыра/А. Токомбаева",92500,8018825
3,84.0,1,"Бишкек, Достук м-н",73000,6334940
2,80.0,12,"Бишкек, Магистраль, Б. Баатыра/А. Токомбаева",92500,8027150
1,53.0,1,"Бишкек, Магистраль, Ч. Айтматова/Масалиева",71900,6239482
1,50.0,7,"Бишкек, Магистраль, Сухэ Батора/Токомбаева",62600,5432428
5,152.0,9,"Бишкек, Моссовет, Юсупа Абдрахманова 152",221500,19221770
5,78.0,3,"Бишкек, Джал-23 м-н (Нижний Джал) 82",107000,9285460
2,46.0,2,"Иссык-Кульская область, с. Сары-Ой",85000,7376300
1,47.0,10,"Бишкек, Кок-Жар ж/м, Молдокулова 10/3",63500,5510530
2,60.0,14,"Бишкек, Магистраль, А.Токомбаева/А.Куттубаева",52200,4529916
2,76.5,5,"Бишкек, Магистраль, ​Байтик Баатыра 4Б/3/Южная Магистраль",90000,7810200
1,39.0,5,"Бишкек, Ден Сяопина - Фучика, Дубосековская 49",57000,4946460
1,42.0,2,"Бишкек, Западный автовокзал, Динары Асановой 4",59000,5120020
2,57.28,6,"Бишкек, Кок-Жар ж/м, Молдокулова/Куйручук",82000,7115960
1,32.0,3,"Бишкек, Филармония",57000,4946460
3,58.0,1,"Бишкек, 5 м-н",81000,7029180
2,52.0,5,"Бишкек, Нижний Токольдош, Восток-5 по ул. Кийизбаева 54",78000,6768840
2,77.0,5,"Бишкек, Магистраль, ​Байтик Баатыра 4Б/3/Южная Магистраль",90000,7810200
3,83.0,8,"Бишкек, с. Кок-Джар, Алма-Атинская/Южная магистраль",105000,9111900
5,126.0,12,"Бишкек, Магистраль, просп. Айтматова / ул. Масалиева",290000,25166200
2,68.0,7,"Бишкек, Магистраль,  ул. Куттубаева, 15/4",105000,9111900
5,146.0,11,"Бишкек, Джальская больница,  ул.Айни 73а",149000,12930220
2,68.0,10,"Бишкек, Магистраль, Масалиева 43/Бакаева",99500,8634610
3,100.0,7,"Бишкек, Верхний Джал м-н, Тыналиева/Минжилкиева",128500,11151230
1,42.0,8,"Бишкек, Магистраль, Куттубаева/Южн. Магистраль",68000,5901040
